Ground X,Ground Y,Likelihood
764.2667589,838.3574927,0.745342493
hMax X,hMax Y,Likelihood
110.4062834,852.6002284,0.854293287
vMax X,vMax Y,Likelihood
772.0089335,1798.53582,0.601092458
Endpoint X,Endpoint Y,Likelihood
142.9920025,975.8770566,0.889232635
146.8388722,992.4390454,0.905376077
156.575418,1029.561855,0.826391995
156.7954845,1012.492989,0.862796187
144.6437073,969.8776874,0.862427831
164.6736721,1044.283393,0.912209272
161.8065701,1043.24212,0.90971458
154.5901005,1016.790054,0.885944188
141.0777736,973.8860159,0.859938085
153.1137004,1009.461617,0.872051597
158.5524049,1033.877662,0.833087802
136.1195717,933.8918571,0.659054697
187.2456231,1102.126369,0.918856621
163.8842582,1046.393359,0.918031931
172.1532769,1063.086603,0.869942665
139.9454508,957.7152767,0.633393049
148.5336102,996.3689309,0.897188783
149.8032136,1007.385463,0.886334062
165.745586,1045.72188,0.909235418
145.6426625,994.0934017,0.911616206
148.2355468,1000.17347,0.910458684
151.250237,1008.038037,0.885142803
138.2910357,944.0547032,0.753682137
144.6008234,991.3801937,0.901289105
144.1072159,991.3249545,0.896106482
146.3296456,984.7764688,0.899433017
162.3697686,1041.104995,0.902950406
148.6323748,1001.224623,0.910739422
162.5873008,1035.534029,0.898997188
140.0370889,966.8831558,0.802725136
158.8034472,1020.012512,0.792600751
153.6950368,1013.706914,0.883291006
158.2819262,1027.227379,0.879241228
151.1782777,1008.378082,0.888385892
149.3756491,1001.053953,0.911743402
153.3224638,1010.057518,0.839841843
175.766715,1066.412283,0.856274307
163.9129193,1048.306581,0.921004534
140.4540992,958.4517016,0.717341304
150.8665597,1007.488813,0.885565698
148.1887633,992.4889987,0.903666019
170.13783,1054.573524,0.904018939
175.0693903,1069.669252,0.879680395
147.1344028,987.1777534,0.89908427
148.9194236,1001.881721,0.906657994
