coords,ground x,ground y,likelihood,ep x,ep y,likelihood,hmax x,hmax y,likelihood,vmax x,vmax y,likelihood
0,1091.521895,413.4068775,0.942337394,1021.723597,652.529231,0.738494515,1122.614726,913.4830678,0.661892414,1113.452757,899.0232288,0.790629268
1,1091.525299,413.4104071,0.942243218,1021.656283,652.5620208,0.736219466,1122.606493,913.4511521,0.660909176,1113.456676,899.0041896,0.790122092
2,1091.525204,413.4249134,0.942085326,1021.603075,652.6163341,0.732676744,1122.632822,913.4809518,0.661560953,1113.480963,899.0276108,0.789493203
3,1091.537942,413.4423895,0.941998482,1021.542073,652.6138633,0.731407464,1122.624546,913.4834528,0.662910581,1113.478575,899.0202855,0.788845778
4,1091.541847,413.4370279,0.941804409,1021.463424,652.6171707,0.731512189,1122.615089,913.4842765,0.662577629,1113.475051,899.0161583,0.789460838
5,1091.543036,413.4363213,0.941624343,1021.410652,652.6608459,0.729029894,1122.612958,913.4851525,0.662559092,1113.489363,899.0133857,0.7886554
6,1091.548739,413.4342375,0.941627204,1021.385476,652.6585574,0.730277359,1122.619991,913.4795864,0.662921786,1113.485277,899.0054098,0.788251221
7,1091.554278,413.4284658,0.941705465,1021.357889,652.6935839,0.729539871,1122.602038,913.4838445,0.663119435,1113.485863,898.9956753,0.788523793
8,1091.55874,413.4368019,0.941755414,1021.341576,652.7760186,0.726293027,1122.587561,913.476752,0.663315594,1113.501557,899.0083528,0.788407445
9,1091.57288,413.4325571,0.941993058,1021.304151,652.7686083,0.72553885,1122.589026,913.4659626,0.6630795,1113.522217,899.0213627,0.787569523
10,1091.565739,413.4374218,0.941999793,1021.263915,652.7683914,0.724366605,1122.59132,913.4628286,0.662826002,1113.514545,899.0130797,0.78760016
11,1091.547964,413.4441633,0.94204843,1021.223473,652.794557,0.721068621,1122.568275,913.4670959,0.66279006,1113.514352,899.0128626,0.78758198
12,1091.547774,413.4367752,0.941957355,1021.238875,652.8013873,0.719302356,1122.584317,913.4822626,0.663926423,1113.485487,899.0095637,0.786437929
13,1091.542453,413.4378691,0.941980898,1021.236605,652.7980972,0.719295859,1122.59556,913.4747262,0.664259136,1113.51052,899.00071,0.786537349
14,1091.543445,413.437026,0.94199115,1021.237917,652.8014009,0.719469666,1122.584757,913.4747686,0.663805366,1113.483935,899.0041671,0.786716163
15,1091.689011,413.3722057,0.942207396,1021.255196,652.6786312,0.721363664,1122.379852,913.1355472,0.65624994,1113.463031,898.858385,0.795070112
16,1091.716751,413.3801985,0.942187309,1021.224406,652.7318041,0.719741285,1122.370922,913.1618369,0.656224966,1113.456707,898.881976,0.79525876
17,1091.741443,413.3679695,0.942238808,1021.178864,652.7773289,0.716818392,1122.375311,913.176002,0.655699134,1113.461871,898.8882457,0.794406116
18,1091.783519,413.3692875,0.942005038,1021.129098,652.7694666,0.715224385,1122.339728,913.1588678,0.654166996,1113.450047,898.8875471,0.794897079
19,1091.774905,413.3590612,0.942196846,1021.115671,652.7778342,0.714684784,1122.327257,913.1707015,0.653796136,1113.417503,898.8739634,0.796493053
20,1091.796313,413.3830767,0.942039132,1021.107718,652.775407,0.712874413,1122.326043,913.1751602,0.653505087,1113.418437,898.883724,0.796418011
21,1091.781766,413.3766966,0.942136645,1021.125432,652.7394225,0.712602139,1122.332831,913.1612892,0.653847575,1113.425253,898.8804044,0.796572089
22,1091.694423,413.3431301,0.941456914,1021.003605,651.6662315,0.708934426,1122.320139,913.1689842,0.653936028,1113.424843,898.8873519,0.796490848
23,1091.541811,413.2425194,0.943140388,1021.112395,651.6851128,0.713090539,1122.330979,913.179455,0.654728353,1113.435461,898.9168903,0.796262801
