coords,ground x,ground y,likelihood,ep x,ep y,likelihood,hmax x,hmax y,likelihood,vmax x,vmax y,likelihood
0,902.2900381,691.333932,0.797931731,647.3118551,1157.174124,0.805796325,188.5404677,706.1618093,0.651931882,902.2692654,1692.125149,0.774075508
1,653.193989,1157.888118,0.12883383,650.7531061,1159.233231,0.669739604,633.7747455,1159.399292,0.107208759,901.3560043,1684.403915,0.181717485
2,902.2246468,691.2765828,0.796810031,647.3510599,1157.094668,0.814279079,188.5324702,706.1313417,0.646177113,902.2751994,1692.15879,0.776482403
3,902.1506889,691.3058496,0.796290636,647.0045083,1156.902433,0.815080702,188.5893235,706.1270012,0.652724206,902.1659505,1692.329099,0.777664065
4,637.8322525,1154.878931,0.127512574,649.3282557,1159.118366,0.688405275,634.1912625,1159.292953,0.120637298,901.4276344,1684.379878,0.180991888
5,902.2078798,691.254133,0.798636675,645.9515283,1156.485248,0.830992222,188.4012642,706.3082566,0.647672892,902.328732,1692.363759,0.775401235
6,902.2882588,691.3125359,0.79761982,645.3038501,1156.474619,0.835753977,188.3461919,706.1983526,0.646676421,902.2029631,1692.391839,0.771429598
7,637.8289974,1154.982322,0.159695745,647.1594136,1158.079054,0.690358579,634.7933555,1158.907297,0.144631833,901.0207849,1684.311466,0.183049709
8,902.1201961,691.2795749,0.795941234,643.3438119,1155.93592,0.833770454,188.3819895,706.2360675,0.642090082,902.1782236,1692.223196,0.772588074
9,902.1897535,691.1847961,0.795434535,642.4691041,1155.834281,0.834125161,188.403729,706.1106811,0.641710997,902.1111448,1692.265079,0.771387041
10,637.885967,1155.012279,0.177654147,646.1098594,1157.007607,0.667990625,635.2217462,1158.807117,0.157787353,901.1879982,1684.221346,0.177145243
11,902.1915874,691.1872931,0.794752479,642.2066861,1155.591198,0.82504797,188.3956761,706.1088043,0.64914906,902.2222278,1692.083368,0.776754379
12,902.1731763,691.2006076,0.794359446,641.7068417,1155.631187,0.82779628,188.5394912,706.0945331,0.654045045,902.2193296,1692.141637,0.775992095
13,638.014112,1155.110122,0.18422994,639.578846,1154.78966,0.651430607,635.9033933,1158.734369,0.157446653,901.1673471,1684.344097,0.181586087
14,902.2521803,691.0900386,0.798646569,641.1593437,1155.483082,0.804484963,188.1501904,706.0179714,0.640682518,901.9459716,1691.999277,0.775303364
15,902.2184112,691.0693803,0.797635198,640.8186014,1155.607434,0.802142262,188.1674504,705.9697425,0.639744997,902.1172042,1692.096743,0.768840492
16,638.3442999,1155.208071,0.178911805,645.1397711,1156.398996,0.644866049,635.8977544,1158.908904,0.157702088,901.4113816,1684.784588,0.198444158
17,902.2264919,691.0863193,0.795033097,640.3091123,1155.657064,0.80386281,188.1658387,706.053993,0.637861967,902.0807123,1691.872428,0.769805551
18,902.2516489,691.0760971,0.794272304,640.0323651,1155.537191,0.807564735,188.1599936,705.9866345,0.635415912,902.2352293,1691.976778,0.777256727
19,638.8194456,1155.11678,0.169722646,643.8370891,1153.871487,0.650208354,636.000811,1158.283183,0.151064336,638.7477133,1160.127622,0.170346171
20,902.1719115,691.0410557,0.795875311,639.4310045,1155.400328,0.80526197,188.1635432,705.8577783,0.6328969,902.0451524,1691.903478,0.775797546
21,902.1835401,691.0559886,0.794261813,638.6965942,1155.323493,0.803216696,188.1732416,705.962652,0.640433967,902.1233113,1691.809843,0.774407506
22,638.8005012,1155.123937,0.179278523,639.4384918,1153.001048,0.681073427,636.4147378,1157.960853,0.158147961,638.7830674,1160.231023,0.185465425
23,902.1129599,691.0672923,0.795490921,637.7175398,1155.600146,0.797692895,188.1554112,706.0953252,0.641245127,902.1819928,1691.823851,0.773540139
24,902.0993137,691.0910659,0.795404434,636.8796072,1155.486463,0.782308578,188.2428026,706.1021469,0.645282447,902.0742824,1692.005095,0.773051679
25,638.1456354,1155.683526,0.172932297,638.1723118,1154.81933,0.686397195,637.1544284,1158.229479,0.157451719,901.0971617,1684.365671,0.184964269
26,902.1449997,691.0712839,0.796951652,636.4037099,1155.516511,0.774255216,188.2979808,706.3936336,0.64175427,901.9194591,1691.998237,0.767998815
27,902.1885557,691.0159588,0.796568274,636.0534835,1155.490898,0.758249998,188.178956,706.2661655,0.634293199,901.9808604,1691.930603,0.766824722
28,638.5822262,1155.487743,0.174074113,637.8233876,1152.432481,0.744184971,636.8811684,1157.662461,0.147329599,638.4295195,1160.245641,0.18360436
29,902.056222,691.0685365,0.799040973,635.2535805,1154.35532,0.709643543,188.2813978,705.8480539,0.646366179,901.9591231,1691.771201,0.766526341
30,901.9568681,691.0211439,0.799779296,635.015999,1154.227155,0.711953104,188.2109861,705.775403,0.645009756,901.9826845,1691.78412,0.770067453
31,638.5313621,1155.641697,0.171379536,637.1186733,1152.235589,0.76336962,637.1304738,1157.500016,0.14310506,638.4159123,1160.494955,0.180299491
32,901.9927102,690.9234862,0.799631298,634.7132794,1154.224184,0.712952018,188.1705179,705.8320842,0.637105048,902.0846541,1691.658824,0.769931316
33,902.0026793,690.9961544,0.797792077,634.3172823,1154.189711,0.713577747,188.136662,705.9462965,0.635485172,901.9640208,1691.692666,0.766983211
34,637.608557,1155.184924,0.152437001,635.5343237,1153.06197,0.752413869,638.2157618,1156.754711,0.127343953,901.4786943,1683.917966,0.208662331
35,901.9771574,691.2312995,0.795373499,634.8350658,1153.004065,0.71934104,188.0674639,705.9897397,0.631294131,902.008357,1691.748068,0.771750569
36,901.9228389,691.2451063,0.795599699,634.1253748,1152.764257,0.737068951,188.0717673,706.1556517,0.63330406,901.9580535,1691.707053,0.772928298
37,638.6909387,1156.168638,0.145584404,634.8977098,1151.570683,0.807841897,637.6798742,1156.810912,0.123839349,637.9436029,1160.987319,0.16060093
38,901.9626448,691.128624,0.794963002,633.3973207,1152.472661,0.722835243,188.1983824,706.0311857,0.635410547,902.0820563,1691.807406,0.773705959
39,901.856759,691.2998828,0.797186971,632.7374368,1151.436823,0.690416217,188.1435866,706.0458951,0.632039785,902.0478592,1691.786585,0.771617353
40,638.1007551,1141.170697,0.140329599,632.4147589,1138.546216,0.714983225,639.2340176,1141.065368,0.110599518,639.6444808,1143.844467,0.138057262
41,902.0054913,690.167722,0.803414643,630.6719606,1125.539523,0.81086421,188.1330295,705.8532276,0.632834315,902.0925457,1691.955798,0.771614909
42,902.80248,689.8363597,0.800055444,635.8664217,1118.570649,0.667895079,188.4767208,706.0256412,0.651560247,902.2429965,1691.69472,0.796448946
43,640.2010686,1121.124002,0.102917612,638.6655436,1115.260814,0.697595179,180.8009571,719.7038147,0.090820462,901.8336779,1684.164144,0.22837919
44,852.1593093,712.2385022,0.144632131,633.0881224,1111.119148,0.806127608,173.9453713,711.4766124,0.161824852,173.8267741,711.6377171,0.15426138
