coords,ground x,ground y,likelihood,ep x,ep y,likelihood,hmax x,hmax y,likelihood,vmax x,vmax y,likelihood
0,1156.573082,384.8909194,0.911149859,1012.09062,650.6668282,0.816610932,769.7785888,399.2731318,0.788432002,1164.672281,943.520432,0.680536032
1,762.5239482,377.9299953,0.303743899,1010.812353,651.4295915,0.886522651,763.9889077,402.3446872,0.158229887,1147.193755,943.7784224,0.289109021
2,754.4789913,370.6288157,0.200375557,1013.936963,652.8059325,0.92263943,777.7514975,394.9160727,0.277492195,1142.176249,938.0346817,0.424179077
3,1126.598443,395.3621138,0.15356189,1010.651275,651.3423792,0.884869099,773.1129967,397.2786231,0.283813506,1019.569602,640.8102088,0.130451947
4,1156.523605,384.9511223,0.911685169,1011.817398,650.59021,0.835522711,769.6546035,399.3290014,0.786532223,1164.650315,943.5235596,0.679501653
5,1156.503142,385.05388,0.911292911,1011.747099,650.6288548,0.836908817,769.7267442,399.3564601,0.785251975,1164.600926,943.5060587,0.678652167
6,762.2735259,379.0353402,0.31517911,1010.402133,653.1816213,0.861684203,764.0731875,403.4248213,0.157443404,1147.6211,946.162292,0.267800033
7,754.9047167,372.9120396,0.208437294,1012.171734,652.0962324,0.793736577,777.6933882,395.3738323,0.271051943,1141.868835,937.5487969,0.40927279
8,770.4164479,366.5055173,0.12284258,1010.193619,653.3665612,0.880302668,773.1880344,398.9542138,0.256599188,1132.127505,942.3414282,0.205044627
9,1012.653325,656.4778626,0.120915174,1012.226729,651.4250531,0.845760882,761.7776837,387.1485763,0.081362039,1017.492016,656.1618451,0.146199316
10,1156.506576,385.048151,0.910306871,1011.361474,650.7812433,0.847626209,769.6567287,399.3980689,0.787334561,1164.608099,943.512053,0.677601933
11,1156.532026,385.0548184,0.909949422,1011.200594,650.8070059,0.849275768,769.6803484,399.4488273,0.788318992,1164.626915,943.5066977,0.678375483
12,762.2546219,379.0039814,0.318030745,1009.898207,653.0572674,0.848832428,764.0523622,403.4237532,0.157984942,1147.574373,946.2874699,0.275873244
13,754.8768036,372.8852739,0.206689388,1011.873222,651.870717,0.803205967,777.6421857,395.3022361,0.272158384,1141.802812,937.5555735,0.417310685
14,770.4583739,366.4939975,0.119820446,1010.34766,652.9958802,0.876877725,773.0586793,398.8938993,0.248041749,1132.215946,942.3577675,0.211936444
15,1012.623565,656.3883833,0.122087866,1012.080112,651.4053922,0.839336693,762.2710025,400.7976946,0.080435157,1017.562421,656.0342888,0.145946085
16,1156.638195,385.1222472,0.909718513,1010.87841,650.8478794,0.863200307,769.7050071,399.5476422,0.797250628,1164.481184,943.6499386,0.672692299
