coords,ground x,ground y,likelihood,ep x,ep y,likelihood,hmax x,hmax y,likelihood,vmax x,vmax y,likelihood
0,1132.194084,390.0272849,0.898370147,948.1581466,694.5998237,0.881977201,743.1283388,408.7996635,0.851393819,1143.030479,961.4465692,0.705113888
1,738.8273193,377.3829145,0.212247282,948.5590076,695.2606144,0.815243483,736.3876697,402.9472642,0.14540258,735.126775,380.5193763,0.134445518
2,1132.214663,390.0488458,0.898635149,944.832032,696.4769678,0.862996817,743.1436856,408.8178663,0.851815581,1143.186407,961.4645407,0.705771446
3,1132.08567,390.0062964,0.89633733,946.1169661,698.5968084,0.838391721,743.0980759,408.8144765,0.850947499,1143.078732,961.4319947,0.703434587
4,738.834908,377.3683934,0.211644232,948.7175498,696.873075,0.876535892,736.3732318,402.9252291,0.147780776,735.1075709,380.4913619,0.134028733
5,1132.164027,389.9980313,0.899950445,948.937724,697.6641202,0.8579005,743.097693,408.8415508,0.850508094,1142.959597,961.4034989,0.712610841
6,1132.133097,390.0191145,0.898546398,946.3900928,695.0753164,0.883823097,743.0963538,408.811409,0.850372195,1142.922011,961.3733895,0.709475994
7,738.8845621,377.3837404,0.212425232,946.5784463,695.2059274,0.832012177,736.3176502,402.990458,0.148693562,735.0859249,380.500212,0.134439766
8,1132.22246,389.99379,0.898648262,947.2941357,697.159934,0.872107983,743.1526804,408.8181286,0.850817502,1142.93376,961.3119831,0.710929036
9,1132.167366,389.9985411,0.899593055,949.0439601,698.6661782,0.851932764,743.1665943,408.8028393,0.849532247,1142.955045,961.3429627,0.714453459
10,738.8539857,376.5796795,0.212673694,948.5533712,696.467134,0.886343241,736.3926418,402.014967,0.149637967,735.1155658,379.4925609,0.13346535
11,1132.221811,389.9855042,0.899821103,947.8172247,698.0658684,0.863512635,743.1475067,408.8316331,0.850097537,1142.936319,961.3611529,0.709694982
12,1132.238851,389.9859025,0.900126457,947.8299857,697.1791329,0.875904322,743.1725376,408.8164511,0.84913975,1142.967205,961.3930852,0.70984751
13,738.8270477,376.5904212,0.215262532,947.4287481,694.6184015,0.873540759,736.3918626,402.0225616,0.149162054,735.1237638,379.5854573,0.133613527
14,1132.236756,389.9841968,0.900069237,948.3250441,697.490591,0.874976575,743.1903722,408.8360629,0.84897542,1142.930217,961.3723142,0.706441164
15,1132.20572,389.8264625,0.899163127,948.4326057,698.4146094,0.864633679,743.1177206,408.7290392,0.852198184,1143.068648,961.4728415,0.690299332
16,738.8257346,376.5270553,0.212522626,948.3276453,695.9792151,0.887636304,736.4939583,402.0249805,0.153885812,735.0242434,379.4511888,0.132136315
17,1132.219056,389.8157653,0.899797082,948.9990464,698.6176739,0.859304011,743.1392663,408.7583146,0.853006244,1143.07314,961.4422243,0.696834505
18,1132.176688,389.8369852,0.900017023,948.7116326,698.2253728,0.866635859,743.174804,408.7691398,0.851931751,1143.056389,961.4015055,0.694440842
19,738.795261,376.5019736,0.212182075,947.8825488,695.0121589,0.880790353,736.4878911,402.0187974,0.15257287,735.0437139,379.4929855,0.131802112
20,1132.288441,389.8329701,0.901570201,948.6618323,698.0218935,0.86528188,743.2285576,408.7423296,0.85178256,1142.990148,961.3428519,0.70466733
21,1132.22425,389.8045965,0.900971293,949.2126728,698.3770514,0.860744238,743.2114758,408.7335968,0.850969553,1143.073689,961.3838904,0.697416425
22,738.8046457,376.5124454,0.21179691,948.5380557,695.8259373,0.883057117,736.4001513,401.9939265,0.152067304,735.0579337,379.4886975,0.131446451
23,1132.129917,389.815866,0.899633884,949.3541529,698.6338811,0.857323408,743.2141712,408.8306026,0.849703074,1143.00458,961.4085243,0.69966197
24,1132.163096,389.7251077,0.900150001,949.3746693,698.4023852,0.862734318,743.2331338,408.8169556,0.849347234,1143.052956,961.4127712,0.696927726
25,738.7701108,376.4785862,0.209172636,948.2937589,695.6647601,0.884249091,736.4015282,402.02177,0.150908977,735.0500308,379.5030074,0.131292343
26,1132.164902,389.7631139,0.900685072,949.4401293,698.4793234,0.859209538,743.2260902,408.7906408,0.850292504,1143.015841,961.3749275,0.703062356
27,1132.156598,389.7687106,0.900527537,949.5919007,698.4694977,0.857334375,743.2206571,408.8198237,0.849764884,1143.069176,961.3874571,0.698923588
28,738.7785093,376.5056405,0.210153371,948.6344209,696.1868844,0.886371136,736.4466312,402.0530829,0.151608109,735.0723,379.502435,0.131274879
29,1132.162483,389.7665046,0.900482774,949.8133539,698.6165409,0.85501492,743.219115,408.8215628,0.849168539,1143.095729,961.37186,0.701192856
30,1132.22364,389.5976114,0.898306251,950.0747063,698.6835861,0.844465375,743.0451064,408.9215937,0.848498464,1143.10381,961.1945672,0.71984911
31,738.8078153,376.6019545,0.215921074,948.8347716,696.4613433,0.883443415,736.3919597,402.0622802,0.145517886,735.0723748,379.6036892,0.132727593
32,1132.207328,389.6199346,0.89825666,950.0577097,698.7343364,0.84672451,743.0501802,408.9189892,0.849290729,1143.20266,961.2009814,0.706297755
33,1132.261661,389.6128988,0.898759961,950.1334884,698.769558,0.848099172,743.0541174,408.9032006,0.849084139,1143.227034,961.1982236,0.708565414
34,738.8123901,376.5772362,0.214942694,948.92467,696.5567064,0.884054303,736.3757092,402.0725417,0.14460367,735.072692,379.5791471,0.132296801
35,1132.212233,389.6039554,0.898061991,950.2828248,698.8401065,0.841746271,743.0500524,408.9270945,0.84886837,1143.197792,961.2219694,0.703792632
36,1132.258887,389.57765,0.899086118,950.3224881,698.9038744,0.841374636,743.0652671,408.8936567,0.848911762,1143.118802,961.1560464,0.713684916
37,738.8329633,376.6267462,0.21664238,948.8891931,696.6232281,0.885391474,736.4358678,402.0285172,0.146543324,735.0629869,379.581327,0.132460684
38,1132.237821,389.5965528,0.898901463,950.3123622,698.915915,0.841005802,743.0480132,408.9038062,0.849428713,1143.089736,961.1082404,0.714081824
39,1132.253687,389.606215,0.89876008,950.3171666,698.900558,0.840651751,743.0488627,408.8733072,0.849041462,1143.06905,961.0108097,0.703322589
40,738.7794163,376.5407038,0.214613616,948.9525018,696.6872835,0.884917438,736.4218711,402.0297651,0.146091789,735.0665255,379.601738,0.131927699
41,1132.287802,389.6449977,0.899143517,950.3772779,698.7876921,0.843029559,743.0616205,408.8794508,0.849813104,1143.118446,961.0855565,0.712284982
42,1132.235156,389.6231143,0.898975015,950.4386592,698.780055,0.842902184,743.0194747,408.8514009,0.850251257,1143.022483,961.0744758,0.714565098
43,738.8245604,376.595686,0.215340436,949.1640954,696.8033543,0.882883847,736.4201469,401.9914489,0.147024423,735.0516999,379.5609667,0.13195768
