Ground X,Ground Y,Likelihood
769.2937012,744.7167358,0.763485432
hMax X,hMax Y,Likelihood
149.7718964,752.4487305,0.648817658
vMax X,vMax Y,Likelihood
761.9906006,1612.881348,0.611085534
Endpoint X,Endpoint Y,Likelihood
493.8282166,1232.923584,0.89187938
563.0811157,1232.900757,0.879708529
676.1222534,1247.853027,0.834937096
593.3629761,1262.470703,0.865344405
392.402771,1152.836182,0.775421619
417.0895386,1182.078369,0.881595135
466.5465393,1215.095825,0.903255939
662.2710571,1255.324707,0.776649952
651.0400391,1262.000854,0.734229147
465.2622375,1198.630005,0.893534303
463.2017822,1189.647949,0.86540699
493.6435242,1205.762573,0.876682162
593.920166,1248.112549,0.903625488
492.3773804,1228.216431,0.876149654
495.7711792,1205.678101,0.892382503
486.9734497,1232.574829,0.842735648
626.9321899,1252.858154,0.842353463
530.0609741,1244.105225,0.848785996
449.2824707,1203.438477,0.873730779
526.3134155,1236.846924,0.882058501
558.6228027,1246.874634,0.875763535
317.1812744,1074.802368,0.514927745
729.0975952,1270.317383,0.70616585
514.4732056,1249.036621,0.890651882
500.4654846,1234.478271,0.895383775
396.624176,1152.540405,0.812594593
565.5140381,1221.657715,0.841971874
494.4562988,1235.789429,0.89524883
497.376709,1233.755493,0.912267804
480.4256897,1220.426025,0.888939023
463.1335754,1199.899658,0.908984542
480.7573242,1227.442017,0.809768617
396.1946411,1153.180054,0.833161592
469.1153259,1217.356201,0.862891436
480.0827332,1219.150757,0.888835073
511.1854858,1213.340454,0.898334861
633.3457642,1262.333984,0.789086223
494.2642212,1235.31958,0.888630152
609.5808716,1249.321045,0.894074798
495.0969849,1234.61499,0.887963176
522.7298584,1226.408325,0.798272371
480.7310486,1220.731445,0.879510403
598.4604492,1239.175537,0.787563801
495.8258057,1233.759766,0.897698045
491.8841248,1233.859253,0.828138113
