Ground X,Ground Y,Likelihood
1091.675237,410.8335414,0.970778704
hMax X,hMax Y,Likelihood
1122.839493,913.4270041,0.677915752
vMax X,vMax Y,Likelihood
1112.726592,898.8940202,0.805540323
Endpoint X,Endpoint Y,Likelihood
1014.335218,643.5774243,0.813337207
1017.154371,647.9005771,0.83820641
1074.507814,646.431088,0.824757695
1025.374384,650.246133,0.831675529
1016.940316,625.7153888,0.856536627
1097.813737,642.8728549,0.812552214
1083.675334,643.1293615,0.808826327
1046.307315,651.2719447,0.842501879
996.9984921,644.0617735,0.850958943
1044.61391,655.3220959,0.840705514
1074.098992,656.0449233,0.842530847
1021.1751,654.9734726,0.792040706
1095.098469,651.0919633,0.833715856
1032.880959,655.7413044,0.827347755
1097.894454,641.2977848,0.843648791
1047.330695,652.0417009,0.828418255
1030.96179,652.5803832,0.837317705
1099.001132,638.1998436,0.809788823
1043.755566,650.0026411,0.832091808
1046.083156,648.2279077,0.805622458
1018.64346,634.249673,0.802060902
1099.339101,642.0597315,0.849765658
982.8332341,624.694165,0.84872365
1037.561762,654.5832763,0.775463998
1011.329851,644.5594827,0.839250684
1032.485837,632.1090341,0.845040977
1094.081727,649.9493864,0.811099648
1034.517623,652.8579155,0.819506526
1090.722311,647.3740311,0.755171657
979.0831618,627.2620165,0.800770044
1042.571506,645.6700642,0.849274516
1024.166629,651.2913283,0.80743742
1097.377625,640.2949893,0.774723768
1045.091488,653.8250256,0.811600924
1044.894947,646.52349,0.829733491
1078.73022,640.1984668,0.827996135
1099.85669,634.423265,0.78726697
1051.159769,650.607056,0.812603652
962.1847166,617.786267,0.740472376
993.9759102,643.464555,0.814228177
1029.532545,633.8737361,0.839443147
1099.048219,642.8179865,0.84327352
1098.759277,643.838674,0.807430267
1011.696078,636.7580963,0.836748362
1015.15517,648.5336671,0.842351198
