Ground X,Ground Y,Likelihood
855.5905833,593.0138481,0.825322211
hMax X,hMax Y,Likelihood
150.0800755,599.9239502,0.611578703
vMax X,vMax Y,Likelihood
794.6936088,1514.129143,0.843470752
Endpoint X,Endpoint Y,Likelihood
711.532262,1050.006738,0.796290517
647.8657802,1034.641506,0.811709762
677.6527166,1030.752991,0.675062418
583.0524733,974.6021743,0.865155816
601.9872088,1021.254593,0.825988412
630.203197,1031.720516,0.832779348
675.261503,1029.984747,0.550707459
643.9360087,1030.747186,0.850256443
