Ground X,Ground Y,Likelihood
773.8770628,653.8594151,0.843480706
hMax X,hMax Y,Likelihood
123.2098947,657.3000987,0.63954699
vMax X,vMax Y,Likelihood
739.8234879,1518.573873,0.720842063
Endpoint X,Endpoint Y,Likelihood
518.0555052,1152.77918,0.740710795
500.7249311,1154.872231,0.816466331
718.6654644,1190.628051,0.427796096
450.9932293,1113.641085,0.800936103
467.0814575,1132.783539,0.799685478
479.4100494,1145.137884,0.776779532
481.0628841,1146.117712,0.789303064
498.1596167,1146.664351,0.81801492
