coords,ground x,ground y,likelihood,ep x,ep y,likelihood,hmax x,hmax y,likelihood,vmax x,vmax y,likelihood
0,861.5183392,612.5287809,0.774960339,155.6615543,786.0749758,0.714254439,61.28154683,582.3514807,0.640939236,816.6121707,1628.013646,0.78761375
1,52.83008003,571.5024838,0.374529541,157.6142945,789.3215857,0.631904006,55.3479495,575.8459274,0.3142263,814.4420599,1624.150077,0.364676952
2,47.62701619,585.1396279,0.321064085,159.4676629,788.1199535,0.749503553,53.57212973,580.8703285,0.3099491,47.11695695,565.1319278,0.274242789
3,860.9982533,612.4652755,0.765489697,155.7282219,785.9318516,0.708561122,61.00249207,582.2163606,0.634437263,815.9786782,1628.053287,0.766621292
4,861.0518436,612.4479318,0.764330029,155.8682957,785.8392861,0.708157063,61.27786326,582.1577382,0.636266112,816.0935931,1628.014696,0.769200921
5,52.7327745,571.5442219,0.368674904,157.4754343,789.071877,0.624655485,55.2251339,575.7324768,0.313393056,814.4099375,1624.040263,0.37137267
6,47.69131744,585.2030134,0.325080365,159.6427935,788.0834259,0.750940561,53.54234409,580.8495853,0.313512683,47.2045939,565.212558,0.273082852
7,861.2171988,612.4495208,0.761906028,155.8464994,785.8117943,0.711019397,61.32745206,582.132997,0.635576963,816.0624092,1627.986588,0.762610674
8,861.2749057,612.4017398,0.762053013,155.8161068,785.8661933,0.706543326,61.26485848,582.131407,0.639045358,816.2728512,1627.884066,0.766268909
9,52.89040279,571.6233664,0.375489384,157.3358541,789.1245852,0.629063547,55.30655509,575.6794722,0.314309835,815.1262482,1620.866075,0.369473785
10,48.31170726,584.5920305,0.325035512,157.5563677,787.5831612,0.773722708,53.31835079,580.3797144,0.309788048,47.31246257,566.1867741,0.247163147
11,861.4564152,612.3646212,0.770280004,155.8219872,785.8836727,0.709319711,61.31143296,582.2489402,0.637807369,816.3235517,1627.983003,0.777664423
12,861.2203584,612.4550013,0.765453398,155.8347425,785.8082311,0.712416112,61.24128425,582.2792616,0.638346314,816.0532951,1628.010291,0.779268622
13,52.85492158,571.5982108,0.375105828,157.4760613,789.0554557,0.634823024,63.59230584,579.1622407,0.312288493,814.6650001,1624.259093,0.369323194
14,48.10201764,585.3489418,0.332426459,159.6706316,787.971548,0.755463123,53.6572032,580.2356603,0.336355925,47.51342666,565.0853126,0.266194284
15,861.5207486,612.7818263,0.766397536,155.5467196,786.4211937,0.683099687,61.48480904,581.780567,0.640883803,816.1839411,1628.004121,0.767928898
16,861.3218522,612.746617,0.764425874,155.5592785,786.4448404,0.685311019,61.49300086,581.7432927,0.636663556,816.3524449,1628.071527,0.77733326
17,53.06626475,570.0362759,0.428473771,157.4010096,786.5213611,0.665495455,55.8954587,574.6227551,0.341914415,815.2002949,1619.405472,0.347212136
18,46.90701286,593.0553021,0.303130269,159.9685757,787.9774741,0.755969167,54.33191013,579.4240147,0.31812489,48.36081731,564.0434157,0.27530849
19,861.3070564,612.8612699,0.767722845,155.657424,786.3122351,0.689641058,61.49196935,581.787122,0.638149798,816.1761115,1628.075313,0.76979804
20,861.3690205,612.8641459,0.771751761,155.6166096,786.3678979,0.679617703,61.35594809,581.943009,0.639911592,816.3950238,1627.960148,0.771143198
21,53.36406422,570.9031081,0.390208304,157.6840587,787.1728287,0.639620245,55.34986618,575.2349695,0.333667219,814.6627708,1623.124308,0.365894437
22,48.88349819,584.6872797,0.30505982,159.9762213,787.4808313,0.758410454,54.32851315,579.5974245,0.314518511,48.40553164,564.1128194,0.274839282
23,861.3736324,612.7950342,0.770820141,155.5388889,786.1223419,0.687014878,61.23342574,581.7846855,0.63667047,816.3262746,1628.120002,0.792693734
24,861.4589572,612.7575502,0.772289872,155.4953938,786.2089976,0.688119769,61.29084444,581.742798,0.640439391,816.3153253,1628.112337,0.794407666
25,53.07048202,569.812819,0.428482592,157.6860104,786.2741785,0.660754323,63.72633272,578.9535494,0.340017021,815.4382749,1619.296942,0.382511884
26,46.55990952,593.0231247,0.3201285,159.9896132,787.5339919,0.751589179,68.41833973,589.6996894,0.331406623,47.97030228,562.7407085,0.284811318
27,861.5725465,612.710286,0.773736715,155.4616632,786.0779641,0.688489497,61.25968826,581.7101518,0.635042787,816.3561554,1628.185121,0.786441445
28,861.5564151,612.7330952,0.775215328,155.4152861,786.0821167,0.685514092,61.30685341,581.6927938,0.640978456,816.3811419,1628.205203,0.789388537
29,53.16629481,569.9356971,0.431326181,157.4113936,786.5619256,0.654663265,56.08774722,574.5945085,0.332456261,815.3901828,1620.02322,0.368940562
30,47.28378931,591.6292229,0.299020112,159.1960261,781.9879165,0.778142333,68.11287594,568.4749494,0.325381607,48.41053474,563.5316333,0.224366546
31,860.9846387,611.1737844,0.753045797,151.2846563,738.9192421,0.726558328,61.35697114,581.8884218,0.64817065,816.2030618,1628.191782,0.779135168
32,860.5173349,610.4233272,0.747344136,147.8938196,723.2542742,0.743598938,61.28314865,581.9027518,0.653005064,816.0712962,1628.207125,0.774196088
