coords,ground x,ground y,likelihood,endpoint x,endpoint y,likelihood,hMax x,hMax y,likelihood,vMax x,vMax y,likelihood
185,1014.19576,570.4859138,0.682049632,916.6528246,1077.434731,0.706603885,221.6468158,552.447258,0.856182039,918.3161008,1524.349505,0.88073802
186,1014.076305,570.5494709,0.678936183,916.6796079,1077.367744,0.718852401,221.6394095,552.4488978,0.860437751,918.3318014,1524.280726,0.880524635
187,215.0310842,545.1558543,0.367071688,919.6284142,1076.408744,0.717866659,215.0306444,568.3070925,0.250749648,213.5507187,541.7562981,0.25532797
188,1014.173244,570.4708033,0.680790305,916.3484319,1077.036351,0.719839454,221.8235044,552.3033042,0.85901165,918.4570475,1524.122929,0.881842971
189,1014.492048,570.3251996,0.680640459,916.4557729,1077.923702,0.712932646,221.5792141,551.9920785,0.878641248,918.4281325,1524.56344,0.891257823
190,213.8784547,542.7618153,0.386972576,918.1389531,1079.352741,0.647258341,215.7811826,567.8618033,0.254450887,214.4242427,541.0184906,0.280095696
191,1014.582005,570.3375573,0.682840586,916.4244471,1077.414966,0.720943809,221.6136222,552.2565951,0.874207735,918.6229815,1524.210211,0.888225079
192,1014.596749,570.4018121,0.682814598,916.159887,1077.511124,0.720089018,221.6773958,552.2513375,0.877545238,918.7948875,1524.127083,0.886142731
193,215.3893557,545.1129925,0.374068946,918.9344586,1076.891636,0.71616751,215.1334147,548.2970459,0.243959635,213.7588817,541.6975431,0.244260103
194,1014.520469,570.3861279,0.679270387,917.1479496,1077.414019,0.722186744,221.6436362,552.2343235,0.878639221,918.6067917,1524.287497,0.888837337
195,1014.513254,570.3828273,0.679728806,916.7374479,1077.361532,0.73404479,221.6429329,552.1644273,0.877850473,918.4995739,1524.341444,0.891767561
196,215.3965065,545.1279325,0.370477557,918.9200635,1077.019105,0.717602372,215.2286473,548.2396619,0.242499053,213.7376115,541.7400904,0.247579843
197,1014.531756,570.428946,0.679860115,917.3575124,1077.893805,0.70273596,221.6655879,552.2945843,0.874247789,918.4323809,1524.556859,0.890781403
198,1014.554965,570.4741745,0.678506911,917.156145,1077.525818,0.718331516,221.7071285,552.2333026,0.876106381,918.6440425,1524.611072,0.891922057
199,215.4517741,545.0648562,0.36720556,919.4352838,1077.275213,0.715382397,215.3112471,548.2246594,0.243562192,213.7081788,541.6953874,0.252039492
200,1014.525566,570.9388976,0.672122836,908.4422464,1079.618874,0.609348893,221.6516552,552.3782859,0.872290134,918.4491806,1524.492629,0.89060843
201,1014.739079,571.3701606,0.66222465,880.8445663,1080.048367,0.550055563,221.6805339,552.2557364,0.874189734,918.4252331,1524.452989,0.891426861
202,215.4564593,545.1000193,0.367995739,842.1549015,1075.512462,0.738984287,215.1440498,548.1970773,0.241208762,213.739581,541.5633407,0.245352685
203,1014.749515,572.5821638,0.63096869,821.7764953,1073.409595,0.798269153,221.8355703,551.8128045,0.872814775,918.5478408,1523.992756,0.890106678
204,1014.957354,572.4199028,0.634179056,821.1641766,1073.830335,0.831656933,221.8625846,551.8321784,0.870650887,918.5257604,1524.109482,0.890537381
205,213.8628023,542.6700761,0.376612484,829.8959165,1078.809626,0.694227397,219.3627172,553.8032384,0.232159585,214.3553979,540.9339519,0.290488064
206,1015.058838,572.1911058,0.641434014,831.9726553,1078.907227,0.666337132,221.8822613,551.8175724,0.87263602,918.508553,1524.109733,0.885540485
207,1015.002532,572.1737404,0.641947746,830.7872686,1078.348264,0.702214003,221.8281813,551.8789754,0.873434305,918.5454547,1524.119688,0.885139346
208,213.8295803,542.785238,0.376576215,830.4037848,1079.315162,0.707023144,215.609868,567.8305933,0.230992496,214.2981715,540.924253,0.284876734
209,1014.916209,572.2823467,0.633472919,827.6874971,1077.833696,0.75150764,221.684751,551.9769931,0.865595937,918.4695926,1524.229564,0.884772658
210,1015.005223,572.2419739,0.63443315,828.6902161,1078.249468,0.717676103,221.7038479,551.9757352,0.868221462,918.3713477,1524.317481,0.891925693
211,213.7826266,542.701129,0.373208404,833.2369518,1080.726523,0.68973887,215.6279692,567.8234689,0.231354654,214.336328,540.9001093,0.284712911
212,1015.039423,572.0033321,0.645255327,828.3962173,1078.320886,0.74190551,221.8850136,551.8192716,0.875353456,918.4543369,1524.005321,0.88390559
213,1014.960113,572.0701942,0.645558715,828.3796911,1078.063814,0.758038044,221.7637105,551.8128912,0.874267817,918.5043969,1524.031599,0.884880602
214,213.8201464,542.5767486,0.371829033,832.1859388,1080.332853,0.678347349,215.7299722,567.8166447,0.228992403,214.3408225,540.8518748,0.284858376
215,1014.983363,572.2616835,0.64729476,828.9064875,1078.520652,0.72320658,221.759172,551.8894646,0.875174105,918.5183289,1524.16179,0.883333921
216,1015.016543,572.1151428,0.647920609,828.4191046,1078.527642,0.736812711,221.6758313,551.9376433,0.871828616,918.4955909,1524.110983,0.8845734
217,213.7998986,542.840467,0.39511469,831.202179,1079.782769,0.694736898,219.7340431,553.7980936,0.248626918,214.4978138,540.9119229,0.286426544
218,1014.836483,571.797956,0.642521799,827.6360927,1078.950289,0.752942204,221.7268071,552.0427947,0.872363925,918.7795775,1524.1416,0.891952038
219,1014.835823,571.8258944,0.640818,827.4831095,1078.578715,0.75882405,221.7507014,552.0523558,0.870540917,918.8356123,1524.174854,0.889917135
220,215.3767403,545.2344142,0.372276217,828.7791228,1079.228304,0.705350161,215.0161357,548.2572794,0.254297376,213.8009541,541.525126,0.244293272
221,1014.740003,571.9118276,0.643182874,826.9198761,1078.803682,0.765216708,221.8803139,552.0443316,0.869522929,918.6619556,1524.485324,0.893202603
222,1014.758909,571.8724642,0.64182961,826.6599188,1078.774941,0.755468428,221.811089,551.9844732,0.872099221,918.6255388,1524.632858,0.893233895
223,213.8000758,542.6503966,0.392983794,830.4330134,1079.767697,0.70515734,215.8936791,567.8581166,0.249894768,214.4156886,540.9033952,0.294672787
224,1014.674216,571.9300985,0.642974973,826.8185349,1078.835062,0.768757403,221.8996387,551.8372116,0.875707865,918.8436983,1524.343232,0.893966556
225,1014.694249,571.9295506,0.642680109,827.2183743,1078.945821,0.747397065,221.9079399,551.8768013,0.877405107,918.7700548,1524.439117,0.892422199
226,213.8819369,542.6521397,0.39544481,830.4769883,1079.790964,0.705119491,219.6152377,553.8456064,0.252389699,214.4886907,540.9903989,0.29689157
227,1014.634118,572.0292625,0.643809378,827.5488262,1078.842057,0.744838238,221.8266673,551.8488338,0.875565231,918.7803476,1524.246049,0.893665969
228,1014.732893,571.9552264,0.644804895,827.315661,1078.617007,0.743657053,221.7887073,551.9941993,0.873919368,918.6695559,1524.397621,0.892516434
229,213.9582267,542.7481506,0.398813069,830.5372829,1079.565494,0.70496428,219.7320962,553.6332908,0.260197043,214.5917428,541.0920825,0.292654574
230,1014.799105,571.9508595,0.642205417,826.8085155,1078.77033,0.769531608,221.7261324,552.2358556,0.874641418,918.4362383,1524.31069,0.891032815
231,1015.227629,572.2712297,0.620062888,827.195703,1079.474837,0.714834392,221.8647432,551.7101858,0.877774477,919.1839299,1524.307036,0.881593943
232,213.9971621,542.6611562,0.392695606,830.1406169,1080.389047,0.710196733,219.6857791,553.6205975,0.255345374,214.5880749,541.0828712,0.289500624
233,1015.227715,572.2949657,0.620843232,826.2740121,1079.30718,0.754216313,221.8630939,551.8440759,0.87714529,919.0440307,1524.100037,0.882225931
234,1015.246993,572.2636452,0.620878518,826.5495057,1079.423535,0.735362709,221.861093,551.7982588,0.876939654,918.9411392,1524.20722,0.883469284
235,213.9560004,542.6614347,0.394720227,829.6910877,1080.253458,0.709132195,219.7063441,553.5833814,0.258402944,214.6627361,541.0880857,0.290968776
236,1015.176003,572.2724905,0.620933294,826.292769,1079.294062,0.741141915,221.8927617,551.81547,0.876015186,919.241461,1523.993393,0.880892217
237,1015.055379,572.2728891,0.619691432,826.0387545,1079.09634,0.762251019,221.8892279,551.853282,0.877636552,919.1282346,1523.866863,0.881908774
238,215.056968,543.7628571,0.373957872,828.1764364,1077.998799,0.716424704,215.3710972,547.1818533,0.243760318,213.794228,540.6361909,0.264591455
239,1015.083943,572.1808033,0.625379801,825.8944588,1079.271426,0.766989291,221.9797497,551.8106668,0.878902793,919.0653336,1524.09996,0.881858826
240,1015.170359,572.0000038,0.646026134,825.9743962,1079.471435,0.721052706,221.7500391,551.8082933,0.877196431,918.4664526,1524.314792,0.889546514
241,213.6066452,542.795095,0.394807518,828.5508747,1080.361074,0.727437079,219.8694005,553.6223364,0.242507458,214.4961987,540.7452955,0.282635987
242,1015.220751,571.8743091,0.65057981,825.5344062,1079.231507,0.748003304,221.8388619,551.9322062,0.874219358,918.3962305,1524.431677,0.888537169
243,1015.16387,572.0355043,0.648715138,826.0175896,1079.217995,0.743312478,221.8515282,551.962887,0.873956382,918.409703,1524.328695,0.885192931
244,213.6895508,542.722172,0.39865911,828.2594504,1080.542854,0.73919785,219.8800893,553.6851519,0.242080152,214.5910608,540.6578465,0.280975938
245,1015.029988,571.9577813,0.652502537,825.202322,1079.056347,0.753958225,221.8052716,551.8342295,0.87334609,918.2542474,1524.144187,0.892448187
246,1015.135084,571.9786091,0.652091563,825.7333918,1079.122317,0.738402426,221.8757868,551.9217203,0.873017907,918.1945539,1523.997413,0.891743839
247,215.2241225,544.0184655,0.371707439,827.5804491,1078.196186,0.714450717,215.0192899,546.8309983,0.243768692,213.8663752,540.1424332,0.24389261
248,1015.025093,571.9473009,0.652658463,825.4133854,1078.934328,0.756766558,221.8157415,551.8058195,0.874265492,918.3950388,1524.247674,0.887209356
249,1014.991106,571.8263741,0.653970301,825.7136092,1079.079075,0.739365518,221.9054732,551.869478,0.872784615,918.3903217,1524.232948,0.886550069
250,213.7181364,542.7690952,0.396102667,827.6037898,1080.238738,0.750804901,219.7877026,553.7416351,0.238313556,214.6164785,540.6535401,0.280157566
251,1015.051412,571.9280486,0.64975369,825.2189951,1079.006116,0.763072968,221.9051538,552.046165,0.866459489,918.3962009,1524.409434,0.885066152
252,1015.011648,571.901545,0.649842381,825.5771232,1079.212398,0.72601229,221.93853,552.0057292,0.87017107,918.3394883,1524.319851,0.885143876
253,215.536238,545.5010771,0.372206479,846.3314996,1076.524993,0.682263672,214.9761604,547.7807983,0.250074387,213.7231619,541.6141677,0.237906158
254,1014.594027,569.9772754,0.667626798,932.7003476,1081.169913,0.488306373,221.8524022,552.005249,0.873715818,918.9946513,1524.170062,0.882513165
255,1013.979756,568.9596553,0.687382936,952.125958,1081.885041,0.644740939,221.9384103,552.0608616,0.870898068,919.0399504,1524.002091,0.88391459
256,214.8168865,545.473547,0.355824709,952.9718016,1082.067071,0.601658583,214.832878,548.1761124,0.224043041,213.2939249,540.9915977,0.233700275
257,1013.413717,569.4693589,0.684992611,954.2163239,1080.462458,0.570072591,222.0440984,552.1654263,0.871774137,918.7919261,1523.993588,0.88683188
258,1013.447083,569.3926735,0.68375802,953.3417034,1080.255336,0.574875593,221.9675069,552.2039018,0.87020874,918.8486614,1524.03198,0.887172699
259,214.8357994,545.3381485,0.350170493,955.0120721,1080.064403,0.587351978,215.4416505,568.7037659,0.224560916,213.2457553,540.9857411,0.235991508
260,1013.684594,569.4781852,0.678617954,955.0309086,1080.145463,0.590170205,221.941781,552.2654438,0.866016626,918.841131,1524.142977,0.8895908
261,1013.700514,569.4234118,0.680497468,955.3963361,1080.213502,0.578747749,221.9677186,552.2358165,0.866534233,918.7896359,1524.279093,0.886575818
262,214.9101206,545.3932581,0.355268598,954.2539635,1080.202988,0.58616221,214.8689479,548.1163168,0.227647662,213.3645542,540.9530296,0.234455287
263,1013.779857,569.3693061,0.679352701,953.421515,1081.30784,0.598011613,221.9494495,552.3843255,0.8709234,918.8652861,1524.141073,0.882526636
264,1013.740501,569.3042283,0.680107117,953.8862338,1081.151643,0.59632194,221.8769808,552.4411564,0.869652808,918.8779051,1524.055011,0.88391006
265,214.891787,545.474389,0.354306608,953.4629817,1080.288989,0.568240404,215.5041795,568.807647,0.225473464,213.2842166,540.9304461,0.228644907
266,1013.60599,569.3452873,0.685327411,953.8409133,1081.275998,0.587206006,221.8120356,552.2321601,0.872830391,918.8726761,1523.945957,0.883906066
267,1013.621475,569.0726433,0.675563157,954.3402624,1081.13035,0.609057426,221.8608165,552.1948543,0.878801346,918.9871278,1523.945962,0.881649435
268,214.8482338,545.726503,0.371804684,954.4761324,1080.156189,0.592785478,214.2977436,548.0693572,0.23322919,213.3960515,541.0861998,0.22608155
269,1013.253093,568.6985888,0.695037365,953.7886682,1081.5623,0.581500053,221.6536856,551.8589847,0.872262359,919.0327487,1523.862807,0.88237977
270,1013.123752,568.8974514,0.692331553,953.5372124,1081.179263,0.587449968,221.6154413,551.900398,0.873293638,918.9288795,1523.898085,0.881908059
271,214.7196562,544.1497366,0.351334453,954.107326,1080.502421,0.577013075,214.9928219,547.3738902,0.220553041,213.3908206,539.9466186,0.233914912
272,1013.127102,568.6882811,0.691038549,953.5814829,1081.128051,0.582193613,221.5711665,551.89906,0.874431491,918.9932427,1524.30248,0.880244493
273,1013.041175,568.5540414,0.692614257,953.5179548,1081.23719,0.58030951,221.6279783,551.8536401,0.872718573,919.0345485,1524.213046,0.881040573
274,213.6401391,543.2733995,0.398245513,953.9270165,1081.683158,0.56461364,218.5068498,554.5743194,0.268333793,214.6044906,540.9939423,0.263805151
275,1013.032601,568.5535631,0.697659194,953.8240924,1080.801257,0.585567713,221.6284347,551.9136891,0.877954245,919.1387033,1523.90481,0.885740876
276,1013.056854,568.4820166,0.696200252,953.6854682,1080.780919,0.591783285,221.7234216,551.9588966,0.87389642,919.02564,1523.808507,0.884355664
277,214.7345532,544.2297634,0.359891891,954.9257653,1079.850072,0.592176974,215.6767742,567.6822159,0.218448907,213.4245487,539.9931631,0.235751718
278,1013.156433,568.5451293,0.69338721,953.8765535,1081.133662,0.595418215,221.7703609,551.9845791,0.875068069,919.1220546,1523.951907,0.88386476
279,1013.120125,568.635149,0.690044463,953.8356776,1081.03978,0.600757599,221.828918,551.9572124,0.87517035,919.0576227,1524.046929,0.883415341
280,213.6118531,543.2419313,0.406520665,954.2269692,1082.019047,0.568656743,218.5204382,554.6406893,0.262318254,214.6249994,541.119045,0.26991719
281,1013.089327,568.7837214,0.691628397,953.4401197,1081.070225,0.589279592,221.7237072,551.9863303,0.875302017,919.1670687,1524.192932,0.885738969
282,1013.384463,568.2265844,0.701291144,954.8245077,1081.305583,0.615859926,222.0318274,552.098444,0.872145653,918.9564016,1523.650008,0.882234514
283,215.9521207,546.0345067,0.367101908,955.804095,1079.522719,0.579815328,215.3152015,548.0295208,0.233607292,214.5301679,541.2268476,0.221919715
284,1013.486724,568.2558208,0.702840269,954.7484102,1080.942227,0.630507171,222.0039611,552.156498,0.872886479,918.7557731,1524.020503,0.88493824
285,1013.466474,568.1683974,0.70298028,954.9373279,1080.989652,0.623619378,222.2120423,552.1099949,0.870339751,918.7476864,1523.865812,0.884215832
286,216.0348125,546.0796858,0.363924086,955.4284489,1079.571835,0.575473487,215.3627096,548.0133846,0.231384963,214.4251938,541.2106462,0.218240261
287,1013.51907,568.1558752,0.701726258,955.0588689,1080.710516,0.621088386,222.1033807,552.1359544,0.867230117,918.9307368,1523.934241,0.886355758
288,1013.472368,568.2903833,0.700626493,954.5192413,1080.672258,0.639122069,222.0213251,552.2176294,0.865274549,918.8844035,1523.925028,0.889829636
289,216.0076306,546.0468112,0.361290514,955.4616044,1079.701558,0.582131326,215.3244426,548.0375986,0.227856547,214.4506136,541.1655731,0.216569543
290,1013.050274,568.3940001,0.697397351,955.0990329,1080.897163,0.629229665,221.8944774,552.2968326,0.868332505,918.7901301,1523.82177,0.891961515
291,1012.952737,568.4610105,0.700478613,954.6859856,1080.886951,0.637358665,221.8571997,552.3361187,0.866097689,918.8207331,1523.811965,0.890244603
292,215.0548347,545.3233355,0.362786472,955.4191718,1079.700554,0.578884184,214.6658894,547.9363958,0.240167737,213.4550465,541.0750613,0.23815152
293,1012.99145,568.4521451,0.694213986,954.7748532,1081.080975,0.627846003,221.8621683,552.3299837,0.870187342,918.7163191,1523.80463,0.888864756
294,1013.151139,568.4401283,0.695196152,955.2720051,1080.384811,0.634015322,221.8940759,552.3380809,0.869689107,918.6486688,1524.2089,0.889990449
295,215.198031,545.3102139,0.362920731,955.5714326,1079.998628,0.555271626,214.5356159,548.1133451,0.242893249,213.5006288,541.137331,0.235012084
296,1013.291393,568.2102203,0.697789431,954.2941909,1080.959396,0.610585868,221.8725028,552.2285728,0.863316774,918.7677126,1523.983874,0.884073973
297,1013.201031,568.2073841,0.696871817,954.3008885,1080.839951,0.624889314,221.8406639,552.2202864,0.863348722,918.7858577,1524.054844,0.882830977
298,214.6435138,545.7981698,0.36578989,954.5221901,1079.840685,0.587634504,214.434942,548.1756196,0.240703881,213.2741098,540.9180303,0.221031666
299,1013.159837,568.2144451,0.698735058,954.1206512,1080.50212,0.636789918,221.8282166,552.1304145,0.862953782,918.8362694,1524.149525,0.884238243
300,1013.041267,568.2824874,0.694675446,954.1739635,1080.623817,0.615472198,221.7972107,552.2306013,0.861593127,918.7477055,1524.195993,0.881753683
301,214.7948627,545.6489183,0.371549428,954.4202876,1079.985429,0.579896152,214.4103975,548.1986661,0.24758178,213.3520752,541.1026111,0.228678077
302,1012.823356,568.3668394,0.695138633,954.3210988,1081.105756,0.610582292,221.8141637,552.3097892,0.862704933,918.7977707,1524.025949,0.881913126
303,1012.905432,568.3494639,0.695323169,953.6095834,1080.986194,0.610251546,221.8284912,552.2153115,0.865026712,918.6563766,1524.135856,0.888248205
304,214.6585019,545.6936191,0.365167141,954.3662133,1079.952118,0.562954545,214.414263,548.1897905,0.236646503,213.319396,540.991828,0.225107402
305,1013.099777,568.298811,0.69750011,954.0506773,1080.977247,0.608511269,221.7981105,551.9352114,0.864882112,918.7416792,1524.085265,0.884437442
306,1013.785486,569.2591038,0.690480828,950.6538138,1081.703076,0.616302907,221.819757,551.9813249,0.865651965,918.7427964,1524.167542,0.883668661
307,213.7087213,543.1447269,0.406339735,921.3415344,1084.371863,0.674019575,218.9219975,554.3747059,0.28401798,214.5696105,541.1417191,0.265048832
308,1014.815121,571.0196791,0.668637156,850.3436724,1071.761056,0.647660255,221.7371159,552.1302605,0.868126988,918.7492886,1524.00692,0.886919498
309,1014.564913,571.9949813,0.642303407,808.0511522,1060.706567,0.788878679,221.7346916,552.1820126,0.865022719,918.6962447,1524.133139,0.888907194
310,215.3542637,545.277199,0.371721566,806.4794823,1063.895752,0.734142601,214.7142985,548.0763161,0.247418225,213.5651832,541.5256152,0.227029413
311,1014.486367,572.3868809,0.633942127,819.6387199,1071.250289,0.780286252,221.8244452,552.0554929,0.867399931,918.4816678,1524.238398,0.890955687
312,1014.621152,572.129549,0.63754642,833.4886551,1078.432317,0.714084983,221.7929697,552.061666,0.867380261,918.4101608,1524.305272,0.892393589
313,215.4238003,545.2479822,0.37335676,830.6184125,1077.190124,0.671836615,214.8063013,568.1308275,0.245932609,213.5643128,541.6517324,0.22435993
314,1014.645141,572.0959492,0.646117091,822.3729155,1073.364269,0.791856289,221.6416178,551.8133855,0.87202239,918.2418008,1524.271357,0.894509375
315,1014.509235,572.0513554,0.644904017,822.1463919,1073.013099,0.784357786,221.675106,551.8813698,0.871252477,918.196146,1524.24686,0.896703959
316,213.8595943,542.9275126,0.386973679,829.6744843,1078.028259,0.658654749,215.6435831,567.8699456,0.250419438,214.4933193,540.9813328,0.271974117
317,1014.710937,572.0147009,0.642822623,828.0938902,1077.626519,0.717626572,221.876092,551.9108877,0.871485531,918.6323917,1523.909719,0.891928434
318,1014.814754,571.9686871,0.644325852,825.9141703,1076.573004,0.787767529,221.8093295,551.9191067,0.87001574,918.6957316,1524.053265,0.892138064
319,213.8795897,542.9297664,0.388816237,827.421669,1077.929497,0.718012989,215.6454308,567.8747101,0.249068022,214.5815661,540.9861641,0.27473855
320,1014.710948,571.8853917,0.648795009,826.4071712,1076.654737,0.77402389,221.7984033,551.9914143,0.869437218,918.46826,1524.020473,0.893102825
321,1014.641412,571.6491547,0.652669787,827.4805017,1076.738882,0.765737653,221.804234,552.0301542,0.870175362,918.4707935,1523.979324,0.891821265
322,215.4544084,545.2336538,0.372663915,829.5600772,1077.994658,0.714983582,214.9457627,548.2004962,0.240857214,213.5960921,541.623672,0.228504747
323,1015.032741,571.9624486,0.640478849,827.9968843,1077.41912,0.727382302,221.7374144,551.7652898,0.8764745,918.6783159,1524.041811,0.891790867
324,1014.540617,571.3442788,0.662249625,827.6834064,1077.409825,0.783772588,221.6893544,551.7595401,0.86718905,919.2268333,1524.131099,0.881454468
325,213.7314223,542.6955011,0.397175163,831.3566561,1078.537035,0.697723508,219.5571866,553.4894032,0.240904272,214.6639728,540.9807134,0.288690984
326,1014.584023,571.3051105,0.659444511,828.1959772,1077.362255,0.793820977,221.6100454,552.0842996,0.86550194,919.1758718,1524.114436,0.880742908
327,1014.439915,571.443656,0.657516837,828.1224108,1077.383886,0.800284386,221.5251164,552.1237974,0.864569187,919.0597568,1524.110564,0.882599115
328,215.4505098,545.2524499,0.368360758,829.5245824,1078.300918,0.73724246,215.0248831,548.1743803,0.245884687,213.6049606,541.6343422,0.237241566
329,1014.476954,571.4234114,0.655937731,828.1611328,1078.000845,0.768929362,221.5295572,552.0623121,0.866890669,918.8518169,1524.388203,0.885270357
330,1014.433552,571.4744492,0.65216136,828.8022947,1077.603269,0.757779956,221.501853,552.0583887,0.866849899,918.6091459,1524.337376,0.888176739
331,215.4638761,545.2556037,0.365265429,830.3266463,1078.302374,0.703511715,215.0657693,548.1675889,0.243470639,213.5832351,541.5880218,0.239070892
332,1014.473851,571.414062,0.65933764,829.2001677,1078.240965,0.742266595,221.5476184,552.1241307,0.869472742,918.6808524,1524.384294,0.890504122
333,1014.503022,571.295814,0.658676624,828.7096615,1078.374116,0.746985614,221.5670857,552.0469089,0.86621654,918.8912628,1524.256492,0.887956262
334,215.4376855,545.2928788,0.366363257,830.4313655,1078.639401,0.679770529,215.1220445,548.0922692,0.243487418,213.6543697,541.5816226,0.245046258
335,1014.503902,571.5126219,0.656052828,828.9252949,1078.238338,0.71968025,221.6377869,552.0610399,0.864935994,918.9092991,1524.380648,0.88457334
336,1014.531237,571.6401525,0.650647342,828.8114433,1078.460951,0.717669368,221.591156,551.9159873,0.865694821,919.1471317,1524.329809,0.884867847
337,213.8195609,542.7838624,0.393784314,831.895071,1079.222201,0.681661844,219.5471268,553.4754869,0.239052713,214.5889463,541.0524178,0.287225515
338,1014.691349,571.6617904,0.652912974,828.6783571,1078.383675,0.716467023,221.5844421,551.9800489,0.861994505,919.0745301,1524.390689,0.884921789
339,1014.134046,571.4599986,0.642001271,828.7630587,1077.740506,0.753219485,221.9398117,552.1620927,0.867269754,918.7023942,1524.223738,0.886746645
340,215.3072463,545.2442262,0.383024096,830.7259936,1077.930372,0.730072975,214.8393884,548.0099435,0.253866404,213.7521669,541.5402484,0.240032881
341,1014.014657,571.401001,0.650761664,829.3888693,1077.941504,0.731480718,221.9102421,552.1014829,0.86994493,918.5406077,1524.383139,0.884861827
342,1013.983968,571.4043446,0.651884139,829.224534,1077.60456,0.736306846,221.9299412,552.1119032,0.872327328,918.4134715,1524.297821,0.886428356
343,214.7627259,545.5173321,0.372596622,829.2739458,1078.297075,0.737431586,214.3210694,547.9837338,0.243368596,213.3795261,541.1029539,0.233884603
344,1014.004804,571.4579411,0.655098855,829.8846188,1077.270663,0.720384777,221.8735428,552.1995506,0.871171772,918.4322062,1524.150512,0.888430715
345,1014.037474,571.5221863,0.656902313,829.2017107,1077.965028,0.722439647,221.9011884,552.1323595,0.871669769,918.7247319,1524.172167,0.886629283
346,215.2665917,545.3017001,0.384645313,830.9306793,1078.243611,0.696191669,214.8109429,547.9821302,0.25497359,213.7709301,541.644639,0.242646486
347,1014.149204,571.5515037,0.65280354,829.7497334,1077.14197,0.706654549,221.9664192,552.0620565,0.870916247,918.3655822,1524.142349,0.891395807
348,1014.093596,571.6370897,0.653563023,829.0123796,1077.766426,0.717264295,221.9344287,551.9899178,0.872426391,918.2929738,1524.145113,0.890460491
349,213.614511,542.6917515,0.402824998,834.0519905,1079.499016,0.695701063,219.7693057,553.7031329,0.255221188,214.53028,540.9302354,0.289181471
350,1014.056298,571.775353,0.649127245,828.8687401,1077.951776,0.734467685,221.9709082,551.9643729,0.872820973,918.3185344,1524.19654,0.890417933
351,1014.031705,571.7839022,0.648617446,828.9534178,1078.095464,0.730788231,222.0182557,552.0322676,0.868762791,918.450654,1524.309208,0.891875744
352,215.9528262,546.1793747,0.386170208,829.6343842,1078.431475,0.74102354,214.7628222,547.8812001,0.239485651,214.7609951,541.4245386,0.215973586
353,1014.542084,571.4238248,0.670396149,829.0211411,1077.906089,0.715047956,221.7558274,551.9832933,0.873616695,918.3695045,1524.11057,0.888492405
354,1014.565895,571.4242263,0.669489622,829.3450651,1078.294584,0.696000159,221.6998568,551.9715633,0.876025856,918.4622908,1524.00685,0.887287974
355,213.958051,542.7107489,0.399241924,833.619112,1079.484866,0.69116056,219.6284547,553.5886291,0.250627249,214.6189393,541.1190729,0.289331198
356,1014.666223,571.3504214,0.666664183,829.3144522,1078.079756,0.689636946,221.6782737,552.0363779,0.872585654,918.5140615,1523.951293,0.888475776
357,1014.485391,571.377975,0.669131279,828.9011164,1078.335649,0.715525627,221.670105,552.0815868,0.872952819,918.5846736,1523.933654,0.886645615
358,215.5834528,544.89317,0.370814621,830.7777214,1078.315792,0.706529379,215.0666394,548.3508611,0.242245734,213.70328,541.6785898,0.237904042
359,1014.468974,571.3924847,0.668109357,829.3494959,1078.212209,0.697010875,221.7478151,552.0734816,0.869404554,918.5259645,1523.905041,0.888859034
360,1014.601192,571.6239367,0.654671669,822.5564322,1071.433893,0.776262164,221.7075148,552.0981398,0.870985031,918.5922534,1523.970476,0.890749753
361,215.5147627,544.9580574,0.36955902,792.9633673,1055.420174,0.75967145,215.2324237,548.3502748,0.239301682,213.6725956,541.8020949,0.241637409
362,1014.184386,573.1888733,0.563654542,757.1215094,1038.243871,0.754874825,221.6562662,552.1191487,0.869456351,918.5719643,1524.181851,0.893668652
363,1014.229124,573.4575129,0.544819117,744.7591081,1032.674234,0.721742392,221.6781154,552.1396561,0.869551659,918.3276646,1524.523356,0.894076228
364,215.5117944,544.8976555,0.368387878,744.7179375,1032.652911,0.74455303,215.211732,548.3234913,0.239083409,213.6372224,541.7193727,0.241899729
365,1014.780349,573.9956465,0.506959975,734.6965818,1029.652292,0.811904073,221.6940436,552.1353855,0.872343063,918.5399683,1524.34385,0.888694763
366,1014.671898,574.0557346,0.501357794,730.2645726,1028.421549,0.805767417,221.6908197,552.1968718,0.873616576,918.6661003,1524.240691,0.888092279
367,215.3954589,545.0604542,0.369033247,733.4729762,1028.90801,0.78288126,214.9507832,548.1704543,0.245689064,213.8221511,541.8246946,0.243447572
368,1014.301093,574.0474148,0.49783954,733.5536823,1029.631651,0.805108905,221.7490005,551.9798806,0.877010942,918.8045599,1524.214067,0.889923155
369,1014.423689,573.9990387,0.497052431,733.0744467,1028.557949,0.802885175,221.7728248,551.9783986,0.875015378,918.8846564,1524.246182,0.888628364
370,213.7231857,542.7626865,0.384767532,734.1549473,1030.481398,0.721558273,215.7155723,567.854893,0.235279739,214.6881332,541.0705571,0.28191179
371,1014.498893,573.9353151,0.499317676,732.5176058,1028.07506,0.817840934,221.9179349,551.9630411,0.878790081,918.9945989,1524.091476,0.887639761
372,1014.479708,574.0202389,0.49623403,732.5150256,1028.418865,0.816470265,221.9281378,551.8862805,0.87800312,918.823297,1524.296001,0.889835715
373,213.8214688,542.7136917,0.388316333,733.3235803,1030.978413,0.70002377,219.8465629,553.6271126,0.246748149,214.7624629,541.0643528,0.287276328
