coords,ground x,ground y,likelihood,ep x,ep y,likelihood,hmax x,hmax y,likelihood,vmax x,vmax y,likelihood
0,855.6415539,593.2103007,0.815799594,708.5730818,1049.581467,0.755995452,150.0643618,599.7941847,0.589603066,795.0683808,1514.380013,0.829771876
1,141.1033511,584.1956015,0.390731901,711.1110516,1051.221947,0.680552959,145.6645174,589.3542945,0.352818072,794.1517568,1503.518151,0.249235213
2,131.9000771,576.8510727,0.392479509,711.6879959,1049.058367,0.785123646,140.7352643,599.1948314,0.356333524,140.3818583,598.8811212,0.250248492
3,855.5008454,593.1162066,0.815511942,708.7186919,1049.471037,0.764801502,150.1010141,599.7810678,0.587446153,794.9275637,1514.259734,0.828511178
4,855.3835254,593.0050576,0.817385495,708.1257799,1049.55549,0.765353441,150.1010609,599.6963749,0.588082492,794.923378,1514.307338,0.828629732
5,141.1740711,584.2600265,0.392256707,710.6732044,1049.442075,0.679167926,145.5693207,589.3325591,0.352825403,793.8985307,1503.399718,0.247695327
6,132.49897,576.9590299,0.392529458,708.613482,1048.492907,0.759665847,141.6497688,599.5191078,0.381960183,140.6578927,597.7174921,0.274330735
7,855.4670587,593.0881705,0.81872797,708.4750295,1050.130743,0.772999048,150.1360199,599.6712704,0.594379246,794.9994636,1514.356243,0.828986526
8,855.4799314,593.0755348,0.81897378,708.5330906,1050.055166,0.770428479,150.1439276,599.7717924,0.593889832,794.9742174,1514.271158,0.827063262
9,141.1352563,584.2245965,0.393760264,710.9237242,1051.103306,0.679375887,145.5919808,589.2935686,0.35436523,793.9798473,1503.483584,0.245631248
10,132.5053332,576.9641975,0.393475473,709.1212767,1048.372537,0.762700081,141.6315503,599.5273604,0.383106917,140.6162696,597.7679634,0.276886612
11,855.4138041,593.0113826,0.81861335,708.5595657,1050.079302,0.777623534,150.1366301,599.7714262,0.595365286,795.0910859,1514.291278,0.826702476
12,855.3887546,592.9520278,0.816669583,708.4668771,1050.075523,0.771872997,150.1414959,599.8044701,0.594190598,794.977222,1514.271049,0.82366544
13,141.1139741,583.3810151,0.389073908,710.869637,1050.587101,0.696420431,145.6323264,588.1130214,0.341161191,147.2875457,605.882,0.220718235
14,855.4111063,592.9454863,0.815101862,708.4428154,1050.024076,0.775437236,150.0585802,599.8079138,0.594834208,794.9817948,1514.279808,0.824290395
15,855.3499715,592.9024067,0.810727954,708.699342,1050.286404,0.765563369,150.1058099,599.9877262,0.598431766,794.8466754,1514.32583,0.834039152
16,141.084677,583.7737558,0.382686079,711.0619283,1050.860605,0.691598654,145.6322504,588.4517629,0.33989808,147.7711663,606.1370471,0.235626489
17,855.3923409,592.8827827,0.812132239,708.7915643,1050.285584,0.7737571,150.1270936,599.9889898,0.600635469,794.8338099,1514.179287,0.829772294
18,855.4630044,592.9554307,0.818978488,708.805231,1050.120043,0.775029302,150.0541251,599.9243984,0.604239523,794.8913054,1514.112439,0.828641057
19,141.054549,583.7872262,0.383237571,711.1823363,1050.860954,0.696909189,145.6590401,588.4872572,0.341321826,147.7637811,606.1035981,0.235816509
20,855.4632437,592.9293504,0.817320228,708.7736371,1050.189046,0.783934593,150.0272002,599.9024143,0.606845498,794.8268075,1514.112771,0.831732631
21,855.3953943,592.9634306,0.817984521,708.8467865,1050.320651,0.785199463,150.0751531,599.9237099,0.606620789,794.6892858,1514.125607,0.831619203
22,141.1026011,583.6942685,0.386432052,711.1450019,1050.991293,0.700460553,145.678573,588.47422,0.344925493,147.7361794,606.1147561,0.233590901
23,855.4140451,592.950206,0.818285227,708.6835179,1050.349154,0.783263564,150.102345,599.9468794,0.607907951,794.6785712,1514.133832,0.833161831
24,855.5486577,593.007267,0.821058869,708.5667338,1050.415443,0.784031987,150.0635579,599.9431744,0.60991776,794.556622,1514.081583,0.832938671
25,140.9979143,584.3266971,0.38998577,711.0250764,1051.299849,0.681533217,145.5091112,589.3290143,0.360525787,794.0021307,1503.102122,0.254729867
26,131.2650723,576.5815047,0.393838048,711.532262,1050.006738,0.796290517,139.6689267,599.1458302,0.34939602,139.5453024,598.8653331,0.258791089
27,855.5905833,593.0138481,0.825322211,708.6813923,1050.413765,0.783995926,150.1366515,599.9390955,0.607685447,794.6784453,1514.096933,0.829632998
28,855.5841529,592.9959135,0.825300694,708.6858405,1050.539701,0.787175655,150.1417968,599.9400244,0.606149733,794.8338566,1514.212093,0.831294954
29,141.0664282,583.6823237,0.385556519,711.0710349,1050.910406,0.703508139,145.5906907,588.361953,0.343195558,147.5861411,606.0713096,0.230012864
30,855.8304787,592.8912556,0.819399953,708.8641882,1050.513381,0.78078413,149.9204968,599.860136,0.59160769,794.7277455,1514.611485,0.823659301
31,855.9610302,593.0502179,0.823423147,709.5235138,1050.636974,0.779157698,149.9346837,599.7713623,0.589852095,794.8182797,1514.599674,0.82549113
32,140.1658661,585.2159994,0.408320874,711.0868845,1048.329268,0.711436629,144.9193814,589.1824641,0.378168523,793.886939,1502.92935,0.280105889
33,857.7881856,592.2108958,0.812153041,693.4936309,1022.717716,0.530178368,149.8983537,599.6891813,0.592297554,794.8769917,1514.509496,0.830503106
34,856.4470425,592.2248402,0.729749382,859.8818227,587.7650575,0.124558985,149.8675973,599.6718168,0.593009889,794.8051457,1514.637717,0.818237424
35,140.5153866,578.5406716,0.395693004,139.6083982,606.6410533,0.219197065,144.7500291,584.1716049,0.347469151,795.6109004,1499.135535,0.520565689
36,129.0433204,570.0551473,0.312650859,482.3290205,835.4706326,0.53326571,152.9141374,603.3056933,0.274694145,136.5719013,594.8259245,0.204371601
37,847.8526945,594.4985199,0.488668978,508.3612963,863.2853646,0.578259885,149.8256505,599.6952229,0.58791703,794.7066231,1514.523773,0.824646235
38,848.1816323,594.8965616,0.510829449,514.6648691,873.2439489,0.699129164,149.7435673,599.7888689,0.588972569,794.7856178,1514.581008,0.822164774
39,140.8101022,585.2645524,0.396136582,497.9915116,858.831187,0.557520866,143.4513234,590.3120902,0.388670444,144.8338692,597.8135042,0.225569576
40,847.7239861,594.9688435,0.46412915,493.8401766,855.5624866,0.539175153,149.822739,599.7189646,0.587950766,794.6473889,1514.432121,0.818979025
41,847.928287,595.0401516,0.48187542,503.1726155,864.7789993,0.7036708,149.9210331,599.7276373,0.586606562,794.5691271,1514.344305,0.823907375
42,140.4503653,587.7032945,0.415240586,505.1858387,864.7843332,0.568962872,144.0929058,591.2178438,0.420607805,791.8985052,1499.163706,0.235128313
43,131.3833244,580.5338056,0.415993363,499.9846487,860.0598307,0.708464026,141.2965651,602.0911732,0.374651313,139.0800195,600.4540329,0.218992859
44,847.45611,595.3209095,0.48109901,502.0858436,862.3404779,0.743897617,149.8436913,599.7500954,0.583868146,794.5941396,1514.113985,0.826260328
45,847.5511088,594.954133,0.494106978,501.5573267,864.3481159,0.711324692,150.0623107,599.961812,0.593727469,794.7562017,1514.488475,0.819231033
46,141.4198644,585.3184218,0.379668385,500.9475412,860.7373481,0.588706493,144.4105744,589.8919685,0.384417981,793.9578003,1502.693275,0.220224679
47,131.1923685,578.236378,0.362407744,500.2265742,865.6900021,0.575344801,154.0432575,603.0993772,0.384777427,140.155189,599.9719982,0.268209547
48,847.3830433,595.0967598,0.482112676,501.7211654,863.4625845,0.726771891,149.920855,599.8594999,0.599829316,794.9166303,1514.63453,0.818509281
49,847.3464041,595.0636377,0.484573185,500.9212482,862.7845526,0.741920352,149.8932478,599.8165674,0.598497391,795.0187354,1514.455366,0.820187092
50,140.6382778,587.423108,0.415114731,501.9453201,860.9723861,0.582912028,144.2280495,591.3515246,0.424291313,145.3513021,587.2662956,0.235462278
51,847.3537459,595.0334568,0.487632424,501.0237609,863.7230449,0.711401701,149.9505181,599.7635927,0.599230766,794.9057283,1514.529198,0.814361572
52,847.3942122,594.9781637,0.490035146,500.4167939,863.5738254,0.718399465,149.9600418,599.7648325,0.599069118,794.8781567,1514.511721,0.817551732
53,140.5766172,586.2404176,0.417269707,501.8604383,861.5816326,0.563555241,143.8892105,590.3441303,0.416818976,793.7994702,1502.309811,0.239993542
54,131.4510257,578.9032215,0.39294821,503.540395,863.1131768,0.728817225,140.1819429,601.1238956,0.341490477,139.1447535,600.4187567,0.230379462
55,847.4650011,595.0363207,0.487698764,501.6003772,862.9468493,0.727169037,149.9266518,599.8085928,0.603925407,794.8330483,1514.458842,0.82125628
56,847.2629938,595.1315355,0.485199302,501.3645769,863.43153,0.727937222,149.9801072,599.8866844,0.603027463,794.7110496,1514.465067,0.821517885
57,140.6279807,587.5326442,0.416717708,501.6247478,862.2211347,0.577305734,144.2057182,591.3990901,0.426391333,791.9450207,1498.922254,0.246361524
58,131.4366851,580.6737328,0.415434986,500.9947612,863.7704186,0.707064688,141.2980342,602.0708961,0.379418761,139.347281,600.5267124,0.22015807
59,847.5353365,595.1833286,0.490096271,501.4009608,863.6877747,0.716796994,149.989177,599.7924366,0.600553513,794.7711864,1514.353424,0.821587563
60,846.960216,595.4592838,0.479176611,501.819068,864.1181612,0.696994901,150.1918628,599.9304142,0.594155788,794.5088091,1514.433926,0.820711732
