A0;A1;A2;A3;T0;T1;T2;T3;
0.1;0.1;0.1;0.1;0.0023009711818284618;0.0;0.0;-0.0483203948183977;
0.1;0.1;0.1;0.1;0.023009711818284616;0.0;0.0;-0.2416019740919885;
0.1;0.1;0.1;0.1;0.07363107781851078;0.0;0.0;-0.5223204582750608;
0.1;0.1;0.1;0.1;0.1449611844551931;0.009203884727313847;0.0;-0.8444564237310455;
0.1;0.1;0.1;0.1;0.2139903199100469;0.039116510091083856;0.006902913545485385;-1.1642914180052018;
0.1;0.1;0.1;0.1;0.26000974354661616;0.07823302018216771;0.029912625363770005;-1.4565147580974163;
0.1;0.1;0.1;0.1;0.27611654181941536;0.11504855909142309;0.062126221909368465;-1.7050196457348903;
0.1;0.1;0.1;0.1;0.27611654181941536;0.14726215563702155;0.11274758790959462;-1.9098060809176234;
0.1;0.1;0.1;0.1;0.27611654181941536;0.17487380981896308;0.17027186745530618;-2.061670178918302;
0.1;0.1;0.1;0.1;0.27611654181941536;0.1932815792735908;0.23239808936467465;-2.1652138821005824;
0.1;0.1;0.1;0.1;0.2830194553649008;0.2024854640009046;0.3014272248195285;-2.2181362192826373;
0.1;0.1;0.1;0.1;0.3083301383650139;0.21168934872821848;0.37735927381986767;-2.2319420463736077;
0.1;0.1;0.1;0.1;0.34974761963792617;0.21629129109187542;0.4624952075475208;-2.227340104009951;
0.1;0.1;0.1;0.1;0.4095728703654662;0.22319420463736078;0.5522330836388307;-2.2227381616462942;
0.1;0.1;0.1;0.1;0.4878058905476339;0.23239808936467465;0.632767075002827;-2.2227381616462942;
0.1;0.1;0.1;0.1;0.5752427954571154;0.2416019740919885;0.7063981528213378;-2.2227381616462942;
0.1;0.1;0.1;0.1;0.6580777580029401;0.2531068300011308;0.7593204900033923;-2.2227381616462942;
0.1;0.1;0.1;0.1;0.7202039799123086;0.2646116859102731;0.7869321441853339;-2.2227381616462942;
0.1;0.1;0.1;0.1;0.74781563409425;0.2715145994557585;0.7892331153671625;-2.2227381616462942;
0.1;0.1;0.1;0.1;0.7455146629124216;0.27381557063758694;0.7892331153671625;-2.2227381616462942;
0.1;0.1;0.1;0.1;0.7386117493669362;0.27611654181941536;0.7892331153671625;-2.2204371904644655;
0.1;0.1;0.1;0.1;0.7340098070032793;0.27611654181941536;0.7892331153671625;-2.2135342769189803;
0.1;0.1;0.1;0.1;0.7340098070032793;0.27611654181941536;0.7892331153671625;-2.2066313633734946;
0.1;0.1;0.1;0.1;0.7340098070032793;0.27611654181941536;0.7892331153671625;-2.1997284498280094;
0.1;0.1;0.1;0.1;0.7340098070032793;0.27611654181941536;0.7892331153671625;-2.1951265074643524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.2784175130012439;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.2784175130012439;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.2807184841830723;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.28532042654672923;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.2922233400922146;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.2968252824558716;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.303728196001357;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3106311095468423;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3175340230923277;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3198349942741562;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.32213596545598466;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.32213596545598466;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.32213596545598466;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.32213596545598466;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3244369366378131;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3244369366378131;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3244369366378131;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.32673790781964157;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.32903887900147005;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.33364082136512696;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3428447060924408;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.34974761963792617;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.35895150436524004;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.363553446728897;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.36815538909255385;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.36815538909255385;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.36815538909255385;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.36815538909255385;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.36815538909255385;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.37045636027438233;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.37045636027438233;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.37045636027438233;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3727573314562108;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3727573314562108;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3727573314562108;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.37735927381986767;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.37966024500169615;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3819612161835247;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3842621873653531;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3865631585471816;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3888641297290101;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3888641297290101;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3911651009108385;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3911651009108385;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3911651009108385;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.39346607209266693;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.39346607209266693;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3957670432744954;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3957670432744954;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3980680144563239;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3980680144563239;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.3980680144563239;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4003689856381523;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4003689856381523;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4003689856381523;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.40266995681998075;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.40266995681998075;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.40266995681998075;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.40266995681998075;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.40266995681998075;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4049709280018092;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4049709280018092;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.40727189918363776;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4095728703654662;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4118738415472947;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.41417481272912315;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.41417481272912315;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.41417481272912315;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.41417481272912315;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4164757839109516;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4164757839109516;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4164757839109516;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4164757839109516;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.4164757839109516;0.7892331153671625;-2.192825536282524;
0.1;0.1;0.1;0.1;0.7340098070032793;0.41877675509278;0.7892331153671625;-2.192825536282524;
