A0;A1;A2;A3;T0;T1;T2;T3;
0.1;0.1;0.1;0.1;0.0023009711818284618;0.0;0.0;-0.03681553890925539;
0.0;0.0;0.0;0.8;0.023009711818284616;0.0;0.0;-0.21168934872821848;
0.1;0.1;0.1;1.0;0.06442719309119693;0.006902913545485385;0.0;-0.48090297700214857;
0.0;0.0;0.0;0.8;0.11044661672776616;0.023009711818284616;0.0;-0.7455146629124216;
0.1;0.1;1.0;0.1;0.1518640980006785;0.039116510091083856;0.0;-0.9940195505498954;
0.0;0.0;0.0;0.8;0.17947575218262002;0.0483203948183977;0.006902913545485385;-1.205708899278114;
0.1;1.0;0.1;0.1;0.1932815792735908;0.0483203948183977;0.020708740636456155;-1.380582709097077;
0.0;0.0;0.0;0.8;0.1932815792735908;0.0483203948183977;0.03681553890925539;-1.5117380664612994;
1.0;0.1;0.1;0.1;0.1932815792735908;0.0483203948183977;0.05982525072754001;-1.603776913734438;
0.0;0.0;0.0;0.8;0.20018449281907616;0.05752427954571154;0.08973787609131001;-1.6543982797346641;
0.1;0.1;1.0;1.0;0.21859226227370387;0.08053399136399617;0.1265534150005654;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.25770877236478773;0.12425244381873693;0.17027186745530618;-1.6774079915529485;
0.1;1.0;0.1;1.0;0.3106311095468423;0.1817767233644485;0.22089323345553233;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.37735927381986767;0.2531068300011308;0.2784175130012439;-1.6774079915529485;
1.0;0.1;0.1;1.0;0.4509903516383785;0.32213596545598466;0.32673790781964157;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.5154175447295755;0.3727573314562108;0.363553446728897;-1.6774079915529485;
1.0;1.0;0.1;0.1;0.5637379395479731;0.3911651009108385;0.3865631585471816;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.5821457090026009;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
1.0;0.1;1.0;0.1;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
0.1;1.0;1.0;0.1;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
0.1;1.0;1.0;1.0;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
1.0;0.1;1.0;1.0;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
1.0;1.0;0.1;1.0;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
1.0;1.0;1.0;0.1;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
0.0;0.0;0.0;0.8;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
1.0;1.0;1.0;1.0;0.5798447378207724;0.3911651009108385;0.3888641297290101;-1.6774079915529485;
