1000, 0.01824, 0.0004986578715033829
2000, 0.01029, 0.0004946461995132267
3000, 0.00867, 0.00048800883814692497
4000, 0.00734, 0.00047881866339594126
5000, 7402.66844, 0.0004671762580983341
6000, 0.03170, 0.0004532091843429953
7000, 0.04239, 0.0004370704700704664
8000, 0.02716, 0.00041893700836226344
9000, 0.02510, 0.00039900740375742316
10000, 0.02496, 0.00037750002229586244
11000, 0.02535, 0.000354650488588959
12000, 0.02499, 0.00033070918289013207
13000, 0.02526, 0.00030593835981562734
14000, 0.02485, 0.00028060947079211473
15000, 0.02513, 0.0002550000208429992
16000, 0.02483, 0.00022939054179005325
17000, 0.02474, 0.00020406165276654065
18000, 0.02423, 0.00017929084424395114
19000, 0.02436, 0.000155349523993209
20000, 0.02479, 0.00013250000483822078
21000, 1.71726, 0.00011099257972091436
22000, 0.02423, 9.106298966798931e-05
23000, 0.02415, 7.292948430404067e-05
24000, 0.02431, 5.679082460119389e-05
25000, 0.02381, 4.282375448383391e-05
26000, 0.02518, 3.118135646218434e-05
27000, 0.02438, 2.1991134417476133e-05
28000, 0.02372, 1.5353833077824675e-05
29000, 0.02368, 1.1342131074343342e-05
30000, 0.02351, 1.0000000656873453e-05
31000, 0.02388, 1.0000000656873453e-05
32000, 0.02344, 1.0000000656873453e-05
33000, 0.02422, 1.0000000656873453e-05
34000, 0.02502, 1.0000000656873453e-05
35000, 0.02623, 1.0000000656873453e-05
36000, 0.02463, 1.0000000656873453e-05
37000, 0.02419, 1.0000000656873453e-05
38000, 0.02452, 1.0000000656873453e-05
39000, 0.02425, 1.0000000656873453e-05
40000, 0.02387, 1.0000000656873453e-05
41000, 0.02429, 1.0000000656873453e-05
42000, 0.02392, 1.0000000656873453e-05
43000, 0.02391, 1.0000000656873453e-05
44000, 0.02380, 1.0000000656873453e-05
45000, 0.02374, 1.0000000656873453e-05
46000, 0.02381, 1.0000000656873453e-05
47000, 0.02360, 1.0000000656873453e-05
48000, 0.02365, 1.0000000656873453e-05
49000, 0.02366, 1.0000000656873453e-05
50000, 0.02400, 1.0000000656873453e-05
51000, 0.02391, 1.0000000656873453e-05
52000, 0.02414, 1.0000000656873453e-05
53000, 0.02426, 1.0000000656873453e-05
54000, 0.02363, 1.0000000656873453e-05
55000, 0.02377, 1.0000000656873453e-05
56000, 0.02359, 1.0000000656873453e-05
57000, 0.02395, 1.0000000656873453e-05
58000, 0.02352, 1.0000000656873453e-05
59000, 0.02362, 1.0000000656873453e-05
60000, 0.02382, 1.0000000656873453e-05
61000, 0.02419, 1.0000000656873453e-05
62000, 0.02405, 1.0000000656873453e-05
63000, 0.02385, 1.0000000656873453e-05
64000, 0.02388, 1.0000000656873453e-05
65000, 0.02379, 1.0000000656873453e-05
66000, 0.02384, 1.0000000656873453e-05
67000, 0.02374, 1.0000000656873453e-05
68000, 0.02373, 1.0000000656873453e-05
69000, 0.02375, 1.0000000656873453e-05
70000, 0.02394, 1.0000000656873453e-05
71000, 0.02386, 1.0000000656873453e-05
72000, 0.02373, 1.0000000656873453e-05
73000, 0.02384, 1.0000000656873453e-05
74000, 0.02363, 1.0000000656873453e-05
75000, 0.02350, 1.0000000656873453e-05
76000, 0.02370, 1.0000000656873453e-05
77000, 0.02396, 1.0000000656873453e-05
78000, 0.02340, 1.0000000656873453e-05
79000, 0.02360, 1.0000000656873453e-05
80000, 0.15278, 1.0000000656873453e-05
81000, 0.02359, 1.0000000656873453e-05
82000, 0.02392, 1.0000000656873453e-05
83000, 0.02680, 1.0000000656873453e-05
84000, 0.02413, 1.0000000656873453e-05
85000, 0.02387, 1.0000000656873453e-05
86000, 0.02413, 1.0000000656873453e-05
87000, 0.02372, 1.0000000656873453e-05
88000, 0.08424, 1.0000000656873453e-05
89000, 0.02419, 1.0000000656873453e-05
90000, 0.02391, 1.0000000656873453e-05
91000, 0.02392, 1.0000000656873453e-05
92000, 0.02381, 1.0000000656873453e-05
93000, 0.02362, 1.0000000656873453e-05
94000, 0.02401, 1.0000000656873453e-05
95000, 0.02349, 1.0000000656873453e-05
96000, 0.02357, 1.0000000656873453e-05
97000, 0.02328, 1.0000000656873453e-05
98000, 0.02355, 1.0000000656873453e-05
99000, 0.02306, 1.0000000656873453e-05
100000, 0.02352, 1.0000000656873453e-05
