1000, 0.02049, 0.00024932893575169146
2000, 0.00873, 0.0002473230997566134
3000, 0.00552, 0.00024400441907346249
4000, 0.00441, 0.00023940933169797063
5000, 0.00395, 0.00023358812904916704
6000, 0.00329, 0.00022660459217149764
7000, 0.00315, 0.0002185352350352332
8000, 0.00286, 0.00020946850418113172
9000, 0.00273, 0.00019950370187871158
10000, 0.00253, 0.00018875001114793122
11000, 0.00233, 0.0001773252442944795
12000, 0.00236, 0.00016535459144506603
13000, 0.00221, 0.00015296917990781367
14000, 0.00208, 0.00014030473539605737
